CRICOS Provider Code,Trading Name,Institution Name,Institution Type,Institution Capacity,Website,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Line 4,Postal Address City,Postal Address State,Postal Address Postcode
00615B,,Scotch College,Private,60,www.scotch.sa.edu.au,Carruth Road,,,,TORRENS PARK,SA,5062
00617M,Monivae College,Monivae College,Private,20,www.monivae.com.au,PO Box 423,,,,HAMILTON,VIC,3300
00624A,Scotch College,Scotch College,Private,45,www.scotch.vic.edu.au,1 Morrison Street,,,,HAWTHORN,VIC,3122
00628G,,Seymour College Inc,Private,100,www.seymour.sa.edu.au,546 Portrush Road,,,,GLEN OSMOND,SA,5064
00629G,,Loreto College,Private,70,www.loreto.sa.edu.au,316 Portrush Road,,,,MARRYATVILLE,SA,5068
00643J,,ACT Education Directorate,Government,"1,591",,GPO Box 158,,,,CANBERRA ACT,ACT,2601
00649C,Haileybury College,Haileybury,Private,50,www.haileybury.vic.edu.au,855-891 Springvale Road,,,,KEYSBOROUGH,VIC,3173
00650K,Launceston Church Grammar School,LAUNCESTON CHURCH GRAMMAR SCHOOL,Private,40,www.lcgs.tas.edu.au,PO Box 136,,,,MOWBRAY HEIGHTS,TAS,7248
00663E,Queensland School of Beauty Therapy,Queensland School of Beauty Therapy Pty Ltd,Private,800,www.qsb.com.au,28-38 Old Cleveland Road,,,,Stones Corner,QLD,4120
00665C,The Australian Institute of Music,The Australian Institute of Music Limited,Private,497,www.aim.edu.au,66 Harrington Street,,,,The Rocks,NSW,2000
00670F,Marist College Ashgrove,Marist Schools Australia Limited,Private,20,www.marash.qld.edu.au,PO Box 82,,,,ASHGROVE WEST,QLD,4060
00682B,Moore College,Moore Theological College Council,Private,50,www.moore.edu.au,1 King Street,,,,NEWTOWN,NSW,2042
00709G,Trinity College,Trinity College,Private,"2,202",www.trinity.unimelb.edu.au,Royal Parade,,,,PARKVILLE,VIC,3052
00712A,Toowoomba Anglican School,The Corporation of the Synod of the Diocese of Brisbane,Private,20,www.taschool.qld.edu.au,2 Campbell Street,,,,TOOWOOMBA,QLD,4350
00713M,SCECGS Redlands,SCECGS Redlands Limited,Private,30,www.redlands.nsw.edu.au,272 Military Road,,,,CREMORNE,NSW,2090
00715J,St James College,Edmund Rice Education Australia Colleges Ltd,Private,150,www.stjamescollege.qld.edu.au,201 Boundary Street,,,,BRISBANE,QLD,4000
00724G,Melbourne Polytechnic,Melbourne Polytechnic,Government,"2,185",http://www.melbournepolytechnic.edu.au/,77 - 91 St Georges Rd,,,,PRESTON,VIC,3072
00745C,Aranmore Catholic College,Catholic Education Western Australia Limited,Private,80,www.aranmore.wa.edu.au,PO Box 198,,,,LEEDERVILLE,WA,6903
00756M,National Institute of Dramatic Art,The National Institute of Dramatic Art (NIDA),Government,20,www.nida.edu.au,NIDA UNSW,,,,Sydney,NSW,2052
00765K,Ursula Frayne Catholic College,Catholic Education Western Australia Limited,Private,110,www.ursulafrayne.wa.edu.au,PO Box 198,,,,Leederville,WA,6903
00770B,Trinity Anglican School,Trinity Anglican School Ltd,Private,100,www.tas.qld.edu.au,PO Box 110E,,,,EARLVILLE,QLD,4870
00772M,SHORE - Sydney Church of England Grammar School,Sydney Church of England Grammar School Council,Private,50,www.shore.nsw.edu.au,PO Box 1221,,,,NORTH SYDNEY,NSW,2059
00780M,,Department of Education and Training,Government,500,www.education.nt.gov.au,GPO Box 4821,,,,DARWIN,NT,0801
00859D,UTS College,UTS College Limited,Private,"4,800",www.utscollege.edu.au,University of Technology Sydney,UTS College CB10.13,PO Box 123,,Broadway,NSW,2007
00861K,Department of Education,Department of Education,Government,"5,546",http://www.study.vic.gov.au,GPO Box 4367,,,,MELBOURNE,VIC,3000
00871G,St Aloysius College,MERCY EDUCATION LIMITED,Private,25,www.aloysius.vic.edu.au,P O Box 2072,,,,HOTHAM HILL,VIC,3051
00874E,St Joseph's College,St Joseph's College,Private,50,www.stjosephs.com.au,5 Brenock Park Drive,,,,FERNTREE GULLY,VIC,3156
00878A,Trinity Lutheran College,Lutheran Church of Australia - Queensland District,Private,60,www.tlc.qld.edu.au,PO Box 322,,,,ASHMORE CITY,QLD,4214
00881F,Chisholm Institute,Chisholm Institute,Government,"1,872",http://chisholm.edu.au,PO Box 684,,,,DANDENONG,VIC,3175
00897J,Pittwater House Schools,The Pittwater House Schools Ltd,Private,20,www.pittwaterhouse.com.au,PO Box 244,,,,MANLY,NSW,1655
00898G,"Melbourne School of Fashion, Holmes Commercial Colleges, Holmes Grammar School",Holmes Commercial Colleges (Melbourne) Limited,Private,300,www.holmesinstitute.edu.au,185 Spring Street,,,,MELBOURNE,VIC,3000
00899G,"Whitecliffe, The Fashion Institute",Whitecliffe Institute of Creative Arts and Technology Pty,Private,550,www.icat.edu.au,55 Regent Street,,,,Chippendale,NSW,2008
00902F,A B Paterson College,A B Paterson College Limited,Private,100,www.abpat.qld.edu.au,PO Box 460,,,,Helensvale,QLD,4212
00909K,Brisbane Christian College,Brisbane Christian College,Private,60,www.brisbanechristiancollege.com.au,PO Box 177,,,,SALISBURY,QLD,4107
00917K,Western Sydney University,Western Sydney University,Government,"10,500",www.westernsydney.edu.au,"Locked Bag 1797, Penrith NSW 2751",,,,Penrith,NSW,2751
00923A,Redlands College,Redlands College Ltd,Private,5,www.redlands.qld.edu.au,38 Anson Road,,,,WELLINGTON POINT,QLD,4160
00956C,Cass Training International College,Cass Training Pty Ltd,Private,"1,152",www.ctic.com.au,48 Lime St,Ground Floor,,,SYDNEY,NSW,2000
00958A,Alphacrucis College,Alphacrucis University College Limited,Private,"1,163",http://ac.edu.au,PO Box 337,,,,PARRAMATTA,NSW,2124
00959M,The Cathedral School of St Anne and St James,The Cathedral School of St Anne and St James,Private,60,www.cathedral.qld.edu.au,PO BOX 944,,,,AITKENVALE,QLD,4814
00969J,Brisbane Adventist College,Seventh-Day Adventist Schools (South Queensland) Ltd,Private,20,www.bac.qld.edu.au,303A Broadwater Road,,,,MANSFIELD,QLD,4122
00971D,Haileybury Rendall School,Haileybury Rendall School,Private,50,www.haileyburyrendall.com.au,PO Box 241,,,,BERRIMAH,NT,0828
00972C,St Laurence's College,Edmund Rice Education Australia Colleges Ltd,Private,100,www.slc.qld.edu.au,82 Stephens Road,,,,SOUTH BRISBANE,QLD,4101
00974A,Ivanhoe Girls Grammar School,The Ivanhoe Girls Grammar School,Private,50,www.ivanhoegirls.vic.edu.au,123 Marshall Street,,,,IVANHOE,VIC,3079
00977J,Melbourne Grammar School,Melbourne Grammar School,Private,40,www.mgs.vic.edu.au,355 St Kilda Road,,,,MELBOURNE,VIC,3004
00978G,Gilson College,Seventh-Day Adventist Schools (Victoria) Limited,Private,20,www.gilsoncollege.vic.edu.au,450 Taylors Road,,,,TAYLORS HILL,VIC,3037
00979G,All Saints Anglican School Limited,All Saints Anglican School Limited,Private,180,www.asas.qld.edu.au,Highfield Drive,,,,MERRIMAC,QLD,4226
00986G,"Perth Bible College, Asia-Pacific School of Pastoral Care and Counselling",Perth Bible College (Inc),Private,25,www.pbc.wa.edu.au,Private Bag 3,,,,KARRINYUP,WA,6921
00992K,Australian Islamic College (Perth); Australian Islamic College (North of the River); Australian Islamic College (Kewdale);,Australian Islamic College (Perth) Inc,Private,27,www.aic.wa.edu.au,Australian Islamic College,P O Box 252,,,Cloverdale,WA,6985
00993J,Whitsunday Anglican School,Whitsunday Anglican School Limited,Private,10,www.was.qld.edu.au,PO Box 3390,,,,MACKAY NORTH,QLD,4740
00996F,Citipointe Christian College and Citipointe Christian College International,Christian Outreach Centre,Private,300,www.citipointe.qld.edu.au,322 Wecker Road,,,,CARINDALE,QLD,4152
01016F,Christian Heritage College,Christian Heritage College,Private,300,www.chc.edu.au,PO Box 2246,,,,MANSFIELD BC,QLD,4152
01020K,UNSW College,UNSW Global Pty Limited,Private,"6,064",www.unswcollege.edu.au,PO Box 853,,,,KENSINGTON,NSW,1465
01022G,Korowa Anglican Girls' School,Korowa Anglican Girls School,Private,50,www.korowa.vic.edu.au,10-16 Ranfurlie Crescent,,,,GLEN IRIS,VIC,3146
01031G,,Rabbinical College of Australia and New Zealand,Private,50,www.rabbinicalcollege.edu.au,PO Box 67,,,,BALACLAVA,VIC,3183
01032F,The University of Notre Dame Australia,The University of Notre Dame Australia,Private,"3,950",www.nd.edu.au,PO Box 1225,,,,FREMANTLE,WA,6959
01037A,University of Divinity,University of Divinity,Private,211,http://www.divinity.edu.au,90 Albion Road,,,,Box Hill,VIC,3128
01038M,Yeshivah Beth-rivkah Colleges and Yeshivah Ohel Chana,Chabad Institutions of Victoria Limited,Private,60,,88 Hotham Street,,,,ST KILDA EAST,VIC,3183
01043C,Hillcrest Christian College,Hillcrest Christian College Limited,Private,150,www.hillcrest.qld.edu.au,21 Bridgman Drive,,,,REEDY CREEK,QLD,4228
01070M,EF International Language Schools,EF International Language Schools Pty Ltd,Private,"1,508",www.ef.com,53 Balfour St,,,,Chippendale,NSW,2008
01095B,Mueller College,Mueller College Ltd,Private,40,www.mueller.qld.edu.au,PO Box 487,,,,REDCLIFFE,QLD,4020
01097M,Nazareth College,Nazareth College,Private,60,www.nazareth.vic.edu.au,Manning Drive,,,,NOBLE PARK NORTH,VIC,3174
01100K,Girton Grammar School,Girton Grammar School Ltd,Private,10,www.girton.vic.edu.au,105 MacKenzie Street,,,,BENDIGO,VIC,3550
01102G,,St Dominic's Priory College,Private,20,https://stdominics.sa.edu.au/,139 Molesworth Street,,,,NORTH ADELAIDE,SA,5006
01108B,Academy of Music and Performing Arts,Australian Academy of Music and Performing Arts,Private,120,http://ampa.edu.au/,136 Chalmers Street,,,,Surry Hills,NSW,2010
01194K,St Aidan's Anglican Girls School,St Aidan's School Council Ltd,Private,80,www.staidans.qld.edu.au,PO Box 46,,,,CORINDA,QLD,4075
01218G,Bendigo TAFE; and Kangan Institute,Bendigo Kangan Institute,Government,"1,704",www.kangan.edu.au,PO Box 299,,,,SOMERTON,VIC,3062
01220B,Mackillop Catholic Regional College,Mackillop Catholic Regional College,Private,20,www.mackillop.vic.edu.au,PO Box 522,,,,WERRIBEE,VIC,3030
01241G,Southern Cross University,Southern Cross University (SCU),Government,"11,424",www.scu.edu.au,PO Box 157,,,,LISMORE,NSW,2480
01248A,Rivermount College,Rivermount Education Ltd,Private,35,www.rivermount.net,PO Box 693,,,,BEENLEIGH,QLD,4207
01259J,JMC Academy,JMC Pty Limited,Private,370,www.jmcacademy.edu.au,561 Harris Street,,,,Ultimo,NSW,2007
01260E,Peace Lutheran College,Lutheran Church of Australia Queensland District,Private,80,www.plc.qld.edu.au,Box 72F,,,,FRESHWATER,QLD,4870
01272A,AICOL,Australian International College of Language Pty Ltd,Private,250,,PO Box 2128,,,,SOUTHPORT,QLD,4215
01294F,,Canberra Girls' Grammar School,Private,35,www.cggs.act.edu.au,Melbourne Avenue,,,,DEAKIN,ACT,2600
01302M,Flight One School of Aviation,Flight One Australia Pty Ltd,Private,160,https://flightone.edu.au/,PO Box 843,,,,ARCHERFIELD,QLD,4108
01307F,English Language School for Pastoral Ministry,SA Adelaide Language Centre Ltd,Private,80,www.elspm.org.au,P.O Box 12,,,,Marrickville,NSW,2204
01312J,Edith Cowan College,Edith Cowan College Pty Ltd,Private,"2,000",www.edithcowancollege.edu.au,Edith Cowan College,Building 80,Campus West,10 Injune Way,Joondalup,WA,6027
01317D,St Luke's Anglican School,The Corporation of the Synod of the Diocese of Brisbane,Private,20,www.stlukes.qld.edu.au,4 Mezger Street,,,,BUNDABERG,QLD,4670
01328A,"Australian College of Applied Professions, ACAP University College",ACAP University College,Private,"2,200",www.acap.edu.au,Locked Bag 11,,,,STRAWBERRY HILLS,NSW,2012
01329M,West Moreton Anglican College,The Corporation of the Synod of the Diocese of Brisbane,Private,140,www.wmac.com.au,Locked Bag 8004,,,,IPSWICH,QLD,4305
01331F,"Australian Pacific College, Southern Cross High School, English Unlimited Sydney, English Unlimited Melbourne",Young Rabbit Pty Ltd,Private,"13,597",www.apc.edu.au,"Lower Ground, 189 Kent Street",,,,SYDNEY,NSW,2000
01351B,INTERNATIONAL COLLEGE OF QUEENSLAND AUSTRALIA,International College of Queensland Australia Pty Ltd,Private,200,www.icqa.qld.edu.au,PO Box 12053,,,,GEORGE STREET POST OFFICE,QLD,4003
01376D,,Alphington Grammar School,Private,140,www.alphington.vic.edu.au,P O Box 5007,,,,ALPHINGTON,VIC,3078
01406C,St John's International College and St John's Anglican College,FSAC Ltd,Private,240,www.stjohnsanglicancollege.com.au,PO Box 4078,,,,FOREST LAKE,QLD,4078
01434K,Caloundra Christian College,Caloundra Christian College Limited,Private,30,www.calcc.qld.edu.au,7 Gregson Place,,,,CALOUNDRA,QLD,4551
01457C,Immanuel Lutheran College,Lutheran Church of Australia - Queensland District,Private,20,www.immanuel.qld.edu.au,PO Box 5025,,,,MAROOCHYDORE BC,QLD,4558
01461G,Nambour Christian College,Nambour Christian College Ltd,Private,20,www.ncc.qld.edu.au,PO Box 500,,,,NAMBOUR,QLD,4560
01484M,"International College of Management, Sydney; Aspire English; Aspire Institute; International Sport College of Australia","International College of Management, Sydney Pty Limited",Private,"1,520",www.icms.edu.au,151 Darley Road,,,,MANLY,NSW,2095
01488G,St Andrew's Grammar,St Andrew's Grammar Inc.,Private,90,www.sag.wa.edu.au,4 Hellenic Drive,,,,Dianella,WA,6059
01497F,"The Illawarra Business College, Australian College of Hospitality, AUSTRALIAN COLLEGE OF COMMUNITY SERVICES,Australian College of Community Care",Focal Holdings Pty Ltd,Private,"1,200",www.tibc.nsw.edu.au,PO Box 384,,,,Bankstown,NSW,1885
01502C,Kardinia International College,Kardinia International College (Geelong) Ltd,Private,80,www.kardinia.vic.edu.au,205 Ballarat Road,,,,BELL POST HILL,VIC,3215
01505M,William Angliss Institute,William Angliss Institute of TAFE,Government,"1,705",www.angliss.edu.au,555 La Trobe Street,,,,MELBOURNE,VIC,3000
01515J,Queensland International Business Academy,QIBA Pty Ltd,Private,"1,200",www.qiba.edu.au,Level 5,532-540 George St,,,SYDNEY,NSW,2000
01529C,Lake Joondalup Baptist College,The Lake Joondalup Baptist College Inc,Private,50,www.ljbc.wa.edu.au,PO Box 95,,,,JOONDALUP,WA,6919
01532G,Hillsong International Leadership College,Hillsong College Ltd,Private,"1,450",www.hillsong.com/college,PO Box 1195,,,,CASTLE HILL,NSW,1765
01535E,St Peter's College,The Anglican Church of Australia Collegiate School of Saint Peter,Private,60,www.stpeters.sa.edu.au,57 Hackney Road,,,,HACKNEY,SA,5069
01536D,,Prescott College Southern,Private,20,www.prescott.sa.edu.au,140 Pimpala Road,,,,MORPHETT VALE,SA,5162
01544D,"Actors College of Theatre and Television Pty Ltd, Academy of Film Theatre and Television",Actors College of Theatre and Television Pty Ltd,Private,540,www.actt.edu.au,"Suite 1, 61 Robinson Street",,,,DANDENONG,VIC,3175
01545C,MIT - Melbourne Institute of Technology,Melbourne Institute of Technology Pty Ltd,Private,"3,494",http://www.mit.edu.au,288 La Trobe St,,,,MELBOURNE,VIC,3000
01551E,National Theatre,Australian National Memorial Theatre Ltd,Private,20,www.nationaltheatre.org.au,PO Box 1173,,,,ST KILDA,VIC,3182
01552D,Basair Aviation College,Basair Australia Pty Ltd,Private,224,www.basair.edu.au,PO Box 173,,,,GEORGES HALL,NSW,2198
01576G,Sydney Institute of Business and Technology,Sydney Institute of Business and Technology Pty Ltd,Private,"1,900",www.sibt.nsw.edu.au,Sydney Institute of Business and Technology PtyLtd,"Level 4, 255 Elizabeth Street",,,SYDNEY,NSW,2000
01577F,Quinns Baptist College,Australian Baptist Education Inc,Private,9,www.qbc.wa.edu.au,PO Box 72,,,,QUINNS ROCKS,WA,6030
01589B,Bedford College,Baptist Business College Ltd,Private,500,www.bedford.edu.au,PO Box 6784,,,,NORWEST,NSW,2153
01590J,Deakin College,Melbourne Institute of Business & Technology Pty Ltd,Private,"2,980",www.deakincollege.edu.au,Deakin College at Deakin University,221 Burwood Highway,,,BURWOOD,VIC,3125
01592G,Fraser Coast Anglican College,The Corporation of the Synod of the Diocese of Brisbane - Fraser Coast Anglican College,Private,40,www.fcac.qld.edu.au,PO Box 1150,,,,HERVEY BAY,QLD,4655
01595D,University of the Sunshine Coast,University of the Sunshine Coast,Government,"6,334",www.usc.edu.au,USC Sunshine Coast,90 Sippy Downs Dr.,,,Sippy Downs,QLD,4556
01600A,Queensland College of Dance,Queensland College of Dance,Private,300,www.qldcollegeofdance.com.au,26 Glentanna Street,,,,Kedron,QLD,4031
01609C,Canterbury College,Canterbury College Limited,Private,30,www.canterbury.qld.edu.au,PO Box 616,,,,BEENLEIGH,QLD,4207
01611J,Prescott College,Prescott College,Private,10,www.prescott.sa.edu.au,2 Koonga Avenue,,,,PROSPECT,SA,5082
01632D,"Lexis English Noosa, Lexis English Sunshine Coast",Sunshine Coast English College Pty Ltd,Private,424,www.lexisenglish.com,PO Box 1110,,,,NOOSA HEADS,QLD,4567
01645K,,Woodcroft College,Private,130,http://www.woodcroft.sa.edu.au,PO Box 48,,,,MORPHETT VALE,SA,5162
01647G,Holmes Colleges Gold Coast; Holmes Colleges Brisbane; Holmes Colleges Cairns; Oxford House College,Holmes Colleges Queensland Pty Ltd,Private,391,www.holmesinstitute.edu.au,185 Spring Street,,,,MELBOURNE,VIC,3000
01664G,Heights College,Heights College Ltd,Private,55,www.heights.qld.edu.au,PO Box 5671,Red Hill,,,NORTH ROCKHAMPTON,QLD,4702
01678A,Language Studies International,Language Studies International Australia Pty Ltd,Private,282,,GPO Box 2956,,,,BRISBANE,QLD,4000
01682E,Taylors College Sydney,Navitas Australia,Private,"2,464",https://www.taylorssydney.edu.au,965 Bourke Street,,,,WATERLOO,NSW,2017
01688K,Kennedy Baptist College,Kennedy Baptist College Association Inc.,Private,50,www.kennedy.wa.edu.au,PO Box 26,,,,Bull Creek,WA,6149
01709K,Biba Academy of Hairdressing,Biba Academy of Hair & Beauty Pty Ltd,Private,40,,236 Johnston Street,,,,FITZROY,VIC,3065
01718J,BPP Institute Pty Ltd,BPP Institute Pty Ltd,Private,"1,309",www.cic.vic.edu.au,Level 4/108 Lonsdale St,,,,MELBOURNE,VIC,3000
01723A,Department of Education,Department of Education,Government,"2,548",www.tafeinternational.wa.edu.au,Locked bag 16,,,,Osborne Park DC,WA,6916
01737F,"Griffith College, QIBT",Queensland Institute of Business and Technology Pty Ltd,Private,"3,200",www.griffithcollege.edu.au,Queensland Institute of Business and Technology,"Level 4, Griffith University (G52) International B",1 Parklands Drive,,Southport,QLD,4222
01742J,Becker Helicopter Services Pty Ltd,Becker Helicopter Services Pty Ltd,Private,125,www.beckerhelicopters.com,7 Friendship Avenue,,,,Marcoola,QLD,4564
01748C,Matthew Flinders Anglican College,Matthew Flinders Anglican College Limited,Private,20,www.mfac.edu.au,Stringybark Road,,,,BUDERIM,QLD,4556
01751G,,Tenison Woods College,Private,20,www.tenison.adl.catholic.edu.au,PO Box 965,,,,MOUNT GAMBIER,SA,5290
01768K,Sydney Institute of Traditional Chinese Medicine,Sydney Institute of Health Sciences Pty Ltd,Private,40,www.sitcm.edu.au,PO Box K623,,,,HAYMARKET,NSW,2000
01774A,Alliance College,ASHT Pty Ltd,Private,"2,144",https://alliancecollege.edu.au/,Level 2,97 Pirie Street,,,ADELAIDE,SA,5000
01796F,Cambridge College Australia; TradeTech Australia,Cambridge Academy of English Pty Ltd,Private,320,www.cambridgeqld.com,3431 Pacific Hwy,,,,SLACKS CREEK,QLD,4127
01812M,,Melbourne Rudolf Steiner Seminar Limited,Private,40,http://steinerseminar.net.au/,37A Wellington Park Drive,,,,WARRANWOOD,VIC,3134
01822J,The Australian College of Physical Education,ACPE Limited,Private,200,www.acpe.edu.au,Locked Bag 2000,,,,CONCORD WEST,NSW,2138
01850E,Victoria Park Christian School,Seventh-day Adventist Schools (Western Australia) Limited,Private,5,www.victoriaparkchristianschool.wa.edu.au,27 Colombo Street,,,,VICTORIA PARK,WA,6100
01854A,"Massage Schools of Queensland, Dentos Pet Stylist Academy, Dentos School of Management, Spa Training Academy of Australia",Dentos Pty Ltd,Private,100,www.massageschools.com.au,PO Box 6782,,,,GOLD COAST MAIL CENTRE,QLD,9726
